skills,cgpa,career
"tensorflow, nlp, pytorch, deep learning, computer vision, python, data preprocessing",9.71,AI Engineer
"sql, scikit-learn, machine learning, feature engineering, python, data visualization, numpy, accessibility, statistics",9.76,Data Scientist
"data structures, tensorflow, neural networks, deep learning, git, nlp, mathematics, machine learning, data preprocessing, python, computer vision, pytorch",7.93,AI Engineer
"numpy, pandas, python, statistics, feature engineering, machine learning, scikit-learn",9.09,Data Scientist
"incident response, cryptography, security, firewalls, networking, excel, risk assessment, linux",8.66,Cyber Security Analyst
"cryptography, incident response, firewalls, linux, security, ethical hacking, risk assessment, penetration testing, siem, networking",9.32,Cyber Security Analyst
"security, incident response, firewalls, penetration testing, risk assessment, ethical hacking, cryptography, linux",8.91,Cyber Security Analyst
"ci/cd, feature engineering, statistics, hypothesis testing, machine learning, pandas, azure, sql, python",7.55,Data Scientist
"aws, linux, monitoring, kubernetes, numpy, docker, networking, sql",8.11,Cloud Engineer
"computer vision, data preprocessing, deep learning, python, nlp, tensorflow, mathematics, machine learning, pytorch, neural networks, web performance",7.74,AI Engineer
"web performance, ui design, react, redux, responsive design, html, javascript",7.16,Frontend Developer
"debugging, algorithms, data structures, git, java, software design, testing, oop, problem solving, python",8.55,Software Developer
"mathematics, pytorch, computer vision, tensorflow, data preprocessing, nlp",7.25,AI Engineer
"git, data structures, debugging, python, java, problem solving, algorithms",6.61,Software Developer
"pandas, hypothesis testing, scikit-learn, sql, python, statistics, data visualization, machine learning, feature engineering, numpy",6.7,Data Scientist
"siem, penetration testing, networking, linux, ethical hacking, security",6.35,Cyber Security Analyst
"nlp, neural networks, linux, computer vision, deep learning, python, machine learning",6.8,AI Engineer
"networking, ci/cd, docker, devops, monitoring, kubernetes, linux, azure, aws",8.95,Cloud Engineer
"pandas, python, excel, power bi, statistics, data cleaning, reporting, sql, tableau, data visualization",6.15,Data Analyst
"python, feature engineering, statistics, scikit-learn, numpy, machine learning, pandas, hypothesis testing",7.57,Data Scientist
"flask, system design, databases, sql, python, authentication, django",6.96,Backend Developer
"networking, monitoring, devops, kubernetes, ci/cd, terraform, linux, docker, azure",7.96,Cloud Engineer
"docker, terraform, networking, monitoring, kubernetes, linux, ci/cd, azure",8.39,Cloud Engineer
"data visualization, excel, reporting, sql, data cleaning, pandas, tableau",9.69,Data Analyst
"risk assessment, networking, penetration testing, security, linux, firewalls, ethical hacking",7.01,Cyber Security Analyst
"java, debugging, testing, algorithms, software design, data structures, git, python",9.21,Software Developer
"monitoring, kubernetes, devops, linux, docker, azure, networking, ci/cd, terraform, aws",9.1,Cloud Engineer
"python, tensorflow, django, data preprocessing, computer vision, java, pytorch, machine learning, mathematics, nlp",9.13,AI Engineer
"networking, ethical hacking, risk assessment, cryptography, security, penetration testing, firewalls, hypothesis testing, linux, numpy",9.31,Cyber Security Analyst
"python, git, software design, algorithms, debugging, oop, data structures, java, problem solving",7.26,Software Developer
"html, react, web performance, redux, ui design, css, typescript, accessibility, responsive design",6.82,Frontend Developer
"ui design, redux, javascript, html, web performance, responsive design, typescript, react, accessibility, css",6.05,Frontend Developer
"data cleaning, power bi, pandas, tableau, statistics, sql",9.29,Data Analyst
"ethical hacking, siem, linux, penetration testing, networking, security, incident response, cryptography, risk assessment, firewalls",7.56,Cyber Security Analyst
"networking, terraform, docker, linux, kubernetes, ci/cd, azure",7.05,Cloud Engineer
"redux, responsive design, typescript, javascript, web performance, scikit-learn, html, accessibility",7.99,Frontend Developer
"linux, penetration testing, siem, ethical hacking, security, cryptography, incident response, firewalls, networking, risk assessment",9.4,Cyber Security Analyst
"reporting, pandas, excel, tableau, data cleaning, power bi, data visualization, python, sql, statistics",6.35,Data Analyst
"django, databases, java, node.js, flask, sql, system design, python, authentication, api development",7.93,Backend Developer
"algorithms, java, git, testing, oop, problem solving, debugging, data structures, software design",8.82,Software Developer
"devops, docker, kubernetes, monitoring, networking, linux, aws, terraform, ci/cd",7.73,Cloud Engineer
"python, sql, flask, authentication, django, api development, java, node.js",6.8,Backend Developer
"penetration testing, system design, authentication, java, django, ethical hacking, python, flask, node.js, api development, sql",6.63,Backend Developer
"machine learning, mathematics, nlp, deep learning, data preprocessing, data structures, pytorch, tensorflow, python, neural networks, computer vision, problem solving",6.63,AI Engineer
"reporting, data visualization, pandas, sql, excel, python, power bi, tableau, statistics, data cleaning",7.47,Data Analyst
"java, api development, sql, django, python, authentication, computer vision, system design, flask, node.js, databases",6.39,Backend Developer
"deep learning, pytorch, computer vision, mathematics, data preprocessing, machine learning, nlp, tensorflow, neural networks, python",8.69,AI Engineer
"problem solving, java, oop, software design, testing, debugging, algorithms, python, data structures, git",6.4,Software Developer
"sql, databases, flask, python, authentication, java, machine learning, api development, django, node.js, system design",7.04,Backend Developer
"ui design, css, typescript, react, html, web performance",9.22,Frontend Developer
"web performance, javascript, responsive design, css, accessibility, redux",7.8,Frontend Developer
"firewalls, networking, penetration testing, risk assessment, incident response, linux, cryptography, security",7.84,Cyber Security Analyst
"api development, node.js, authentication, sql, java, python, system design, django",7.2,Backend Developer
"computer vision, pytorch, nlp, python, machine learning, mathematics, data preprocessing, deep learning, tensorflow",7.73,AI Engineer
"python, mathematics, deep learning, machine learning, nlp, tableau, computer vision",6.2,AI Engineer
"feature engineering, pandas, statistics, scikit-learn, sql, hypothesis testing, python, reporting",7.53,Data Scientist
"security, ethical hacking, firewalls, linux, penetration testing, incident response, networking, risk assessment, siem, cryptography",7.66,Cyber Security Analyst
"aws, azure, kubernetes, reporting, statistics, terraform, monitoring, ci/cd, networking, linux, devops, docker",7.89,Cloud Engineer
"linux, ci/cd, networking, devops, monitoring, docker, kubernetes, aws, azure, terraform",8.01,Cloud Engineer
"statistics, mathematics, neural networks, pytorch, python, computer vision, scikit-learn, deep learning, tensorflow, machine learning, data preprocessing, nlp",9.45,AI Engineer
"css, responsive design, redux, ui design, react, typescript, web performance, html, javascript",8.98,Frontend Developer
"machine learning, scikit-learn, python, hypothesis testing, data visualization, feature engineering, statistics",7.34,Data Scientist
"firewalls, incident response, siem, penetration testing, security, networking, ethical hacking, linux, cryptography",7.31,Cyber Security Analyst
"neural networks, tensorflow, python, pytorch, nlp, hypothesis testing, mathematics",8.11,AI Engineer
"databases, node.js, flask, django, system design, authentication, sql, java, api development",8.25,Backend Developer
"statistics, machine learning, sql, hypothesis testing, feature engineering, incident response, python, scikit-learn, pandas, data visualization",7.77,Data Scientist
"machine learning, pandas, statistics, data visualization, terraform, python, scikit-learn, hypothesis testing, azure, numpy, sql",6.72,Data Scientist
"power bi, data cleaning, machine learning, data visualization, python, statistics, tableau, reporting, excel, pandas, sql",7.65,Data Analyst
"data cleaning, python, statistics, sql, tableau, reporting, excel, power bi",8.09,Data Analyst
"numpy, statistics, hypothesis testing, pandas, machine learning, sql, python",9.38,Data Scientist
